name,age,position,ovr_rating,pot_rating
Heitor,27,ST,63,60
Leighton Baines,20,LB,63,60
Jonathan Hayes,18,LWM,63,60
David Leray,21,RB,63,63
HÃ©ctor Cuadros,22,CAM,63,63
AlÃª,19,CDM,63,61
Isaac Osbourne,19,CDM,63,63
Cristian Badilla,27,CDM,63,58
Stuart Fleetwood,21,ST,63,63
Frankie Simek,20,CB,63,60
Ryan Garry,21,LB,63,62
Jaime,26,CM,63,65
Donovan Ricketts,28,GK,63,61
Ales Kokot,27,LB,63,62
ZÃ©phirin Zoko,27,ST,63,62
DÃ©sirÃ© Mbonabucya,28,ST,63,64
Vedad Ibisevic,21,ST,63,62
JoÃ£o Moutinho,18,CAM,63,70
MichaÃ«l Van Hoey,22,LB,63,62
Ninoslav Milenkovic,27,LM,63,63
Marco Turati,23,CB,63,59
Dennis BÃ_hrer,22,LM,63,61
Marek Cech,22,RB,63,60
Sezer Ã–ztÃ_rk,19,CAM,63,57
Kenan Sahin,20,ST,63,62
Tiziano Turchetti,25,ST,63,57
Javi GarcÃ_a,18,CM,63,63
Mario MÃ©ndez,26,RB,63,65
Carlo Camilli,20,GK,63,61
Esquerdinha,21,CAM,63,64
Federico GastÃ_n Nieto,21,ST,63,63
Erkan Zengin,20,RWM,63,54
Grzegorz WÄ™dzyÅ„ski,35,CB,63,62
Lukasz Szukala,21,CB,63,59
Knut Olav RindarÃ¸y,20,LB,63,63
Rowan Vine,22,ST,63,61
Carlos Da Silva,21,RM,63,60
Dennis Schulp,27,CAM,63,61
Ibrahim Afellay,19,RWM,63,59
Egon Wisniowski,20,CB,63,61
Mahamat Hissein,26,ST,63,60
Costinha,31,GK,63,60
ZÃ© Castro,22,CB,63,65
Delmer,31,ST,63,63
Marlon Beresford,35,GK,63,61
Henning Grieneisen,20,CM,63,64
Tomas Votava,31,CB,63,58
ÅÅukasz Szczoczarz,21,ST,63,63
Attila Polonkai,26,CM,63,62
Stuart Whitehead,29,CB,63,58
Walter JimÃ©nez,27,CAM,63,62
Manuel Vidrio,33,CB,63,63
Alberto RodrÃ_guez,31,RB,63,71
GÃ©rald Cid,22,CB,63,58
Thando Mngomeni,22,LF,63,64
Samuel Barlay,18,CM,63,60
Samuel HolmÃ©n,21,CAM,63,64
Denis Arnaud,32,CB,63,61
Mariano Trujillo,28,RWB,63,75
Adebayo Akinfenwa,23,ST,63,64
Pavel Malcharek,19,ST,63,60
Diego Alberto Trotta,26,LB,63,62
Abdelhakim Bouchouari,26,CF,63,60
PaweÅ‚ MagdoÅ„,25,CB,63,60
Ho Lee,20,CDM,63,57
Jin Yong Kim,22,CF,63,62
Sang Won Jang,27,CB,63,60
Wan Soo Kim,24,RF,63,62
Damian Gorawski,26,LM,63,67
David Dei,31,GK,63,64
Gabriele Scandurra,26,ST,63,58
Glenn Andersen,25,RB,63,61
Sascha Rammel,20,RWB,63,61
Ki Gu Go,25,RF,63,61
Marcin Chmiest,26,ST,63,61
Kim Deinoff,28,GK,63,63
Izzet AkgÃ_l,23,ST,63,60
Fernando Miguel,25,CDM,63,57
MarabÃ¡,29,CM,63,62
Aaron Lennon,18,RWM,63,56
Neil Wood,22,CAM,63,64
Calvin Zola,20,ST,63,61
Eugene Dadi,32,ST,63,62
Matthew Williams,22,CF,63,60
Paul Reid,23,CB,63,60
Hans Ã…ge Yndestad,25,LM,63,63
Knut DÃ¸rum Lillebakk,27,GK,63,63
Mounir Hamoud,20,RM,63,63
Alexander Banor Tettey,19,CM,63,61
Bradley Johnson,18,CM,63,61
Laurent Herve,29,CM,63,58
Rune Pedersen,25,GK,63,56
Kim Christensen,26,GK,63,54
Pekka Lagerblom,22,CDM,63,61
Chris Plummer,28,CB,63,60
Danny Maddix,38,CB,63,58
Ross Darcy,27,CB,63,59
Joe Hart,18,GK,63,60
Alexis N'Gambi,23,CB,63,60
Marcel Ndjeng,23,RWM,63,58
Niels DÃ¶ring,25,CB,63,58
Philippe Correia,33,CB,63,61
Thierry DebÃ¨s,31,GK,63,63
Heiko Butscher,25,LB,63,62
Vagelis Koutsopulos,25,LB,63,59
Christos Patsatsoglou,26,RB,63,63
Guilherme Do Prado,23,CM,63,64
Ilyas Zeytulaev,21,LM,63,65
Mario Antonio Salgado,24,ST,63,61
Ruggero Radice,34,RB,63,63
Garry de Graef,30,LWB,63,62
Brian van Loo,30,GK,63,59
Tobias Grahn,25,CAM,63,58
Espen Ruud,21,RB,63,61
Jacek Ziarkowski,30,ST,63,61
Robert GÃ_rski,31,LWB,63,63
Zbigniew WÃ_jcik,34,CB,63,60
Maciej Scherfchen,26,CDM,63,58
Mariusz Muszalik,25,CAM,63,61
Grzegorz Fonfara,22,RB,63,61
Martin Hysky,29,RB,63,63
Rolan Gusev,27,RM,63,68
Romero,25,LB,63,63
Ito,30,CDM,63,66
Poli,28,LB,63,63
Delio CÃ©sar Toledo,29,LB,63,57
Cristian DÃ_az,29,CB,63,58
Joeano,31,ST,63,62
CastiÃ±eiras,26,CB,63,62
RamÃ_n Pereira,26,ST,63,63
Dealbert,22,CB,63,59
AcorÃ¡n,22,ST,63,63
Jaime,24,GK,63,62
Isaac,25,ST,63,62
Mayrata,26,RB,63,62
Ronny Hodel,22,LB,63,62
Johan Andersson,22,ST,63,64
Martin Andersson,24,RB,63,62
Altan Aksoy,29,CAM,63,58
Rivas,22,ST,63,61
Juan Pablo AvendaÃ±o,23,CB,63,58
Claudio M. Morel RodrÃ_guez,27,LB,63,81
Scott Kerr,23,CM,63,57
Milan Pacanda,27,CF,63,63
Kroum Bibishkov,22,CF,63,64
Nenad Miskovic,29,CB,63,63
Predrag Pazin,32,LB,63,62
Aco Stojkov,22,ST,63,61
Paolo Comi,21,GK,63,64
Alan Gow,22,CF,63,60
Paulinho,24,CM,63,63
Irving Rubirosa,26,CAM,63,65
Juan Pablo RodrÃ_guez,26,CM,63,75
Jawhar Mnari,28,CDM,63,67
Madjid Bougherra,22,CB,63,61
Ntuka,20,RM,63,62
Lee Mair,24,CB,63,59
Shaun Fagan,21,CM,63,58
Jeong Hun Kang,29,CM,63,62
Hyeong Jun Choi,25,CB,63,59
Francisco Torres,22,CAM,63,75
Gino Padula,29,LB,63,65
Gareth Ainsworth,32,RWM,63,57
Pat Baldwin,22,CB,63,60
Jong Cheon Kim,29,RM,63,59
Jong Jin Park,25,RWB,63,60
Sang Il Lee,26,LF,63,62
Jin Sik Kim,28,GK,63,63
Cheol Woo Choi,27,CF,63,64
Damjan Oslaj,28,RB,63,59
Davide CallÃ ,20,RM,63,60
Isaac Romo,22,ST,63,60
Johnny GarcÃ_a,27,CB,63,70
Sergio Bernal,35,GK,63,74
Juri Cannarsa,29,CB,63,56
Daniele Di Donato,28,CDM,63,50
Andrea Parola,26,CM,63,58
ÃÅngel,23,LB,63,63
JoÃ£o Paulo,24,CB,63,60
Jon Otsemobor,22,RB,63,64
Mehdi Pashazadeh,31,CB,63,61
Alceu,21,CDM,63,55
Paulo Costa,25,CAM,63,59
Georgios Samaras,20,ST,63,61
Arnold Kruiswijk,20,CB,63,58
Massimo Gobbi,25,CM,63,62
Marcelo Lipatin,28,ST,63,60
Stefan KieÃŸling,21,ST,63,65
Jeroen Lambers,24,GK,63,52
Marco Gorzegno,24,CDM,63,50
SaÃ¯d Boutahar,23,CAM,63,59
Yo Seb Park,24,CB,63,61
Hee Joon Yoon,32,CB,63,59
Jun Ho Jo,32,GK,63,60
Chan Soo Kwon,31,GK,63,60
Woon Ki Choo,27,CAM,63,60
Jong Min Lee,21,CAM,63,59
Sung Hun Jung,26,CF,63,63
Jang Gwan Lee,31,RWB,63,64
Niki MÃ_enpÃ_Ã_,20,GK,63,63
Adriano,23,CB,63,60
Zada,28,CM,63,59
Ronnie Stam,21,CM,63,61
Tomas Zvirgzdauskas,30,CB,63,62
Kim Olsen,26,ST,63,58
Skerdilaid Curri,29,ST,63,62
Sabri Sarioglu,21,RM,63,65
Christian Obodo,21,CM,63,67
Steven Whittaker,21,RB,63,71
Rogerio,27,CAM,63,56
NÃ©lson,37,GK,63,64
Scott Shearer,24,GK,63,60
Richard Wellens,25,RB,63,63
Chris Lucketti,33,CB,63,58
Mark Kerr,23,CM,63,65
BjÃ¶rn Hertl,29,CB,63,60
Alexandre Dujeux,29,CB,63,62
Matthias Heidrich,27,CDM,63,61
Hassan Ahamada,24,ST,63,64
Txiki,30,CDM,63,56
Jordi Navas,30,RM,63,64
Marcus Feinbier,35,ST,63,60
Musemestre Bamba,33,RF,63,63
Francis Kioyo,25,ST,63,63
Varela,31,RB,63,63
Selver Hodzic,26,CB,63,59
CerviÃ¡n,29,CB,63,60
Diego Torres,26,ST,63,58
CuÃ©llar,25,CAM,63,64
Benja,26,RB,63,62
Arzu,24,CM,63,66
Federico Giampaolo,35,LM,63,63
Aitor,29,LM,63,61
Sylvain Meslien,25,LB,63,62
Cristian Fiel,25,CAM,63,64
Luis GarcÃ_a,26,GK,63,61
David LÃ_pez,22,CM,63,58
Julien Cardy,23,CDM,63,62
Valerio,32,GK,63,61
Paul Connolly,21,RB,63,64
Enguix,29,CDM,63,62
Ã“scar,22,ST,63,62
Catanha,33,ST,63,65
Roman Friedli,28,CDM,63,59
Kristian Nicht,23,GK,63,64
CÃ©dric Tsimba,21,RS,63,61
Cyrille Merville,23,GK,63,62
Maciej Stolarczyk,33,LWB,63,65
Endika Bordas,23,CM,63,66
Tomasz SokoÅ‚owski I,34,RM,63,67
Lars Jungnickel,23,ST,63,64
Stephan LobouÃ©,24,GK,63,57
Yannick Vervalle,24,CDM,63,64
Sebastiano Siviglia,32,CB,63,63
Nicolas Timmermans,22,CB,63,66
Stephan Kling,24,LB,63,62
Rob Edwards,22,LB,63,64
David Nielsen,28,ST,63,57
Mark Rivers,29,ST,63,62
RenÃ© MÃ_ller,31,LS,63,63
Til Bettenstaedt,29,LF,63,63
Patrick Platins,22,GK,63,57
Thomas Neubert,24,ST,63,62
Paul Ifill,25,RM,63,64
Richard Cresswell,27,CF,63,63
Stuart Campbell,27,RM,63,60
Stephen Cooke,22,CM,63,58
Richard Shaw,36,CB,63,58
Paul Weller,30,CM,63,60
Paul Rachubka,24,GK,63,64
Paul Furlong,37,ST,63,62
Paolo Vernazza,25,CM,63,63
Nathan Tyson,23,ST,63,60
Nathan Jones,32,LWM,63,59
Martin Butler,30,CF,63,61
Mark Williams,23,RWM,63,55
Mark Saunders,34,CDM,63,44
Kevin Pressman,37,GK,63,58
Matthew Tipton,25,ST,63,61
John Eustace,26,CM,63,63
Rastislav Michalik,31,LM,63,62
Elvis Hammond,24,ST,63,60
Rui Borges,31,RM,63,67
Alassane N'Dour,23,CM,63,62
Eirik Hoseth,28,ST,63,61
Erlend Holm,22,LM,63,61
Trond Fredriksen,28,CM,63,61
Shaun Newton,20,RWM,63,65
Mohamed Camara,30,LB,63,66
Chemcedine El Araichi,24,LB,63,66
Brian Jensen,30,GK,63,61
Denis Viane,27,CB,63,61
Pierre Ducrocq,28,RM,63,63
David Livermore,25,CDM,63,58
Emmanuel Dorado,32,CB,63,63
Martial Robin,27,RM,63,63
Noel Whelan,30,ST,63,62
Fabian Wilnis,35,RWB,63,64
Craig Capano,20,CM,63,65
Alejandro Moreno,26,ST,63,61
Justice Wamfor,24,CM,63,63
Cristian Zaccardo,23,RB,63,67
Richard Brittain,21,CM,63,62
David Mackay,24,CB,63,61
Harald Pinxten,27,CB,63,62
Michael Nnaji,22,CB,63,62
Jean-Pierre Tcheutchoua,24,CB,63,58
Luciano,25,GK,63,61
Hans Cornelis,22,RB,63,67
Michael Hansen,33,CAM,63,61
Gunter Van Handenhoven,26,CM,63,67
Santino Quaranta,20,ST,63,66
Jonathan Bourdon,23,GK,63,64
George Mourad,22,ST,63,62
Rafik SaÃ¯fi,30,CAM,63,62
Mario Ignacio Regueiro,26,LM,63,66
Robbie Neilson,25,RB,63,65
Ezra Hendrickson,33,RWB,63,65
GrÃ©gory Leca,25,CDM,63,62
Peter Sand,33,CDM,63,56
Alexander Aas,26,CB,63,61
Matt Jordan,29,GK,63,61
Thomas Frandsen,29,CDM,63,57
Kai Schoppitsch,25,LM,63,61
Heinz Arzberger,32,GK,63,63
Jan-Paul Saeijs,27,CB,63,59
Loris Reina,25,LWB,63,66
Ryan Taylor,21,RB,63,64
Dick Last,36,GK,63,62
Karim Zaza,30,GK,63,56
Adam Griffin,20,LWB,63,63
Wayne Andrews,27,ST,63,62
Markus Johannesson,30,CDM,63,55
Chris Killen,23,ST,63,62
Marc Bridge-Wilkinson,26,RM,63,63
Mario Bazina,29,CM,63,62
John Dempster,22,CB,63,59
David Graham,26,ST,63,58
Carl Fletcher,20,CDM,63,57
Warren Feeney,24,ST,63,62
Paul Heffernan,23,ST,63,60
Mark Stallard,30,ST,63,60
Willie Boland,30,CM,63,63
Stefan Wolf,34,CB,63,61
Christian Keller,25,CM,63,61
Eric Quill,27,LM,63,59
Brian Dunseth,28,RB,63,65
Jimmy Smet,27,RB,63,61
Julien Baudet,26,CDM,63,56
Peter van Houdt,28,LF,63,64
Leo Cullen,29,CM,63,57
Steve Dugardein,31,CDM,63,59
Harold Meyssen,36,CM,63,62
David Partridge,26,CB,63,60
Igor Gluscevic,31,ST,63,63
Goran Tomic,28,ST,63,62
Curtis Woodhouse,25,LM,63,65
Paul Underwood,32,LM,63,61
Rickie Lambert,23,RM,63,60
Mark Robertson,28,CM,63,61
Ivan Franceschini,28,CB,63,57
Stefan Selakovic,28,RM,63,64
Lee Johnson,24,CM,63,62
Alan Marriott,26,GK,63,61
Brendan McGill,24,CM,63,59
JÃ©rÃ©my HÃ©nin,27,CB,63,62
Marcel Maltritz,26,CDM,63,59
Gary Mills,24,RM,63,60
Glynn Hurst,29,ST,63,60
Matt Jackson,33,CB,63,58
Markus Schopp,31,RWM,63,59
Piotr Å_wierczewski,33,CDM,63,59
Glen Salmon,27,ST,63,60
Youssouf Hersi,23,CAM,63,60
Nebojsa Gudelj,36,LWB,63,63
FÃ¡bio FelÃ_cio,23,LF,63,60
Rodolfo Lima,25,LF,63,65
Luque,31,GK,63,64
Michael Buskermolen,33,LB,63,61
Rogier Molhoek,24,CM,63,59
Craig Dargo,27,ST,63,60
Bo Svensson,26,CB,63,61
TorbjÃ¶rn Arvidsson,37,CDM,63,54
JoÃ«l Magnin,34,CM,63,68
Didier Dheedene,33,LB,63,65
Markus Dworrak,27,LF,63,63
Gharib Amzine,32,CM,63,69
Christian Magleby,28,RM,63,63
Leonardo Colucci,32,RM,63,62
Filip Tapalovic,28,CDM,63,61
Harald Cerny,31,RM,63,63
Paul Butler,32,CB,63,59
Christian Silvestri,30,RWB,63,68
Alexandre Goulart,29,RF,63,65
Gerardo Torrado,26,CDM,63,73
Atsushi Yanagisawa,28,ST,63,64
JerÃ´me Colinet,22,LM,63,60
Martin Meichelbeck,28,LB,63,65
Billy Dodds,36,ST,63,62
Philippe Delaye,30,CAM,63,60
Alex Pinardi,24,CAM,63,61
Felipe,21,CB,63,58
TourÃ©,26,ST,63,61
Steffen Baumgart,33,ST,63,64
Matthew Rose,29,RB,63,64
Andy Oakes,28,GK,63,60
Paul Telfer,33,RM,63,59
HÃ©lio Roque,20,RWM,62,56
Jose Mari,30,CDM,62,66
CristÃ_vÃ£o,22,RWM,62,50
Gonzalo,20,ST,62,57
ZÃ© Roberto,24,CAM,62,61
Marco Motta,19,RB,62,61
Nils-Ode Book,19,CAM,62,60
Adailton,25,RB,62,61
Nizamettin Caliskan,18,CM,62,63
Nebi Mustafi,29,CM,62,61
Stephen Ireland,17,CAM,62,65
David RodrÃ_guez,19,ST,62,62
David CortÃ©s,23,GK,62,49
Giullano Grot,22,ST,62,61
AndrÃ© Bahia,21,CB,62,60
Ognjen Vukojevic,21,LM,62,62
Radovan Vujanovic,23,ST,62,62
Marco Grimm,33,CB,62,60
Gustavo Sedano,31,GK,62,56
Madio Konate,23,ST,62,62
Jean-Louis Akpa Akpro,20,CM,62,63
Krunoslav Lovrek,25,CAM,62,60
Jonas Sela,21,GK,62,59
Stjepan Jukic,25,LF,62,61
Dzianis Sashcheka,23,RWM,62,58
John Lukic,19,GK,62,60
Phumudzo Manenzhe,21,ST,62,61
Jimmy Kauleza,27,ST,62,61
Jimmy Tau,25,RB,62,61
Gary Cohen,21,CF,62,59
Carlos Mendes,24,CB,62,61
Alain Nkong,26,CM,62,63
Luis Francisco Cati,23,CB,62,56
Erland HellstrÃ¶m,20,GK,62,60
Mark Jackson,18,LM,62,61
KÃ¡ri ÃÅrnason,22,CDM,62,58
Jamie Peters,18,LWM,62,60
Nhlanhla Kubeka,26,CB,62,63
Young Rok Shin,18,RF,62,61
Kyoung Hoon Lim,21,CB,62,56
Hyo Jin Choi,22,CAM,62,58
Kyoung Mo Seong,25,GK,62,62
Sung Hwan Choi,23,CB,62,59
Jang Eun Oh,20,RM,62,61
Dong Won Lee,21,CB,62,60
Joon Hong Park,27,CB,62,59
Haikel Gmamdia,23,ST,62,61
Lopes,22,GK,62,64
Joe Ledley,18,CM,62,59
Targino,19,LF,62,61
Ivan Sproule,24,RWM,62,60
Ruben Imingen,18,LB,62,60
Ugo Ihemelu,22,CB,62,61
Armando Begines,22,LB,62,62
Robert Stoltz,29,LB,62,62
Fabio,33,CM,62,57
Filipe,20,LB,62,59
Bill,29,LWB,62,64
Alessio Sestu,21,LM,62,61
Kamil Oziemczuk,17,ST,62,60
Remigiusz Jezierski,29,ST,62,61
MiÄ‡o VranjeÅ¡,30,CB,62,62
Adriano Pinto Ferreira,25,CAM,62,61
Peter Castle,18,CB,62,62
Jake Cole,19,GK,62,63
Denis Stinat,22,LWB,62,58
Barry Cogan,20,RWM,62,59
David Triantafillidis,19,CB,62,61
Andrea Lazzari,20,LF,62,54
Tony Scully,29,RWM,62,58
David Cassidy,20,ST,62,61
Andrew Barrowman,20,ST,62,60
Sebastian SvÃ_rd,22,CDM,62,58
Andrej Komac,25,CM,62,61
Alexandre Tokpa,19,CF,62,59
Michael Jakobsen,19,CB,62,60
Batata,26,CAM,62,62
Jurgen Raeymaeckers,20,ST,62,62
Simone Sannibale,19,CB,62,61
Ewald Brenner,30,RWM,62,61
Andres BressÃ¡n,28,RB,62,61
Alfonso Loera,26,CB,62,57
Danny Szetela,18,CDM,62,59
Richard DostÃ¡lek,31,LM,62,61
Tom Soares,19,CM,62,62
Alton Thelwell,24,CB,62,59
Katlego Abel Mphela,20,ST,62,61
JordÃ£o,33,CDM,62,59
Allan Smart,31,ST,62,60
Jurado,19,CF,62,63
Fernando CarreÃ±o,26,CB,62,59
Dante,21,CB,62,63
Villar,26,CAM,62,58
Mark Edusei,28,CM,62,62
Davide Mezzanotti,34,CB,62,60
Andreas Ottl,20,CDM,62,51
Marc Gouiffe a Goufan,21,CB,62,59
Junior Agogo,26,ST,62,60
Gabriel Caballero,34,CM,62,63
Yong Kang,26,RM,62,58
Kenneth Rasmussen,31,CB,62,60
FrÃ©dÃ©ric Laurent,29,CAM,62,59
Abasse Ba,29,CB,62,59
Barel Mouko,26,GK,62,59
Moharram Navidkia,22,CAM,62,62
Armand Mondakan Mahan,22,LWB,62,59
Yvan Bourgis,25,CB,62,57
Sevag Odemis,18,ST,62,59
Thomas Mienniel,24,CB,62,57
Carlos CariÃ±o,27,CDM,62,69
Craig Armstrong,30,CB,62,61
John Miles,23,ST,62,58
Jake Robinson,18,ST,62,61
Scott Minto,34,LB,62,63
Shaun Barker,22,CB,62,62
Ederson,19,CM,62,63
Tagro BalÃ©guhÃ©,27,ST,62,61
Simone Farci,20,CM,62,60
Giordano Vanin,20,GK,62,62
Adam Green,21,LB,62,62
JosÃ© Joel GonzÃ¡lez,26,CM,62,66
Santiago BaÃ±os,29,CB,62,68
Ross McCormack,19,CF,62,64
Michael UmaÃ±a,23,CB,62,60
RafaÅ‚ PiÄ™tka,25,CM,62,61
Mateusz Å»ytko,22,RB,62,59
Marcin Cabaj,25,GK,62,62
Yo Han Lee,19,RB,62,59
Min Gui Moon,23,LWM,62,53
Andrzej Szczypkowski,33,CB,62,61
Simon Pouplin,20,GK,62,60
Virgile Reset,20,SW,62,60
Jano Frohlich,31,CB,62,59
Jorge MartÃ_n NuÃ±ez,27,LB,62,62
Veljko NikitoviÄ‡,24,LB,62,59
Ashley Young,20,LM,62,61
Ned Grabavoy,22,CM,62,61
Thiago Martins,28,ST,62,61
Josh Gros,23,LM,62,65
Bobo,20,ST,62,63
Juca,25,CDM,62,67
Andy Parkinson,26,ST,62,61
Martin Woods,19,LM,62,61
Jamie Cureton,29,ST,62,61
Gus Uhlenbeek,35,RB,62,66
Trond Viggo Toresen,27,CM,62,56
Scott Flinders,19,GK,62,59
Gabriel Zakuani,19,CB,62,60
Frederic DuprÃ©,26,CB,62,61
Anders Veller,24,CB,62,58
SÃ¸ren Jochumsen,29,GK,62,60
Stevie Searle,28,RM,62,60
Eremenko,22,ST,62,66
Christophe Bastien,29,CM,62,61
Mathieu Bucher,23,ST,62,61
BenoÃ®t Lesoimier,22,LWM,62,56
Lassano Diallo,21,ST,62,59
Aldo Adorno,23,CF,62,61
Michel Kreek,34,CB,62,58
Sergio Pellissier,26,ST,62,67
Luciano,29,RM,62,67
Marc Nygaard,28,ST,62,58
PaweÅ‚ Skrzypek,34,RB,62,62
Maciej Mielcarz,24,GK,62,55
Arkadiusz BÄ…k,30,RM,62,60
Patryk RachwaÅ‚,24,CM,62,60
Bartosz Å_lusarski,23,ST,62,62
PaweÅ‚ Kaczorowski,31,LM,62,60
Lumir Sedlacek,27,LM,62,63
Krzysztof Bukalski,34,CM,62,64
Florentin Dumitru,28,RB,62,58
Emilian Dolha,25,GK,62,60
Gheorghe Caramarin,27,CAM,62,57
Mihaita Plesan,23,CAM,62,56
Szabolcs SÃ¡fÃ¡r,31,GK,62,60
Zaparain,21,GK,62,61
Corona,24,CM,62,58
HÃ©ctor,27,LB,62,62
Anthony Vosalho,30,CB,62,59
Robles,26,CB,62,59
Nakor,27,ST,62,59
Pascual,34,CDM,62,59
Oliver Maric,24,RB,62,59
Riadh Khemais Bouazizi,32,CDM,62,54
Ariel Javier Rosada,27,CDM,62,66
AndrÃ©s Madrid,24,CAM,62,62
Giorgos Taralidis,23,RM,62,60
Suad Filekovic,26,LM,62,64
Elias Charalambous,24,LB,62,60
Ragnar Clavan,19,LB,62,64
Richard Edghill,30,RB,62,61
Paul Quinn,20,CB,62,60
Leon Britton,22,CAM,62,63
Michael Nelson,23,CB,62,58
Pablo Chinchilla,26,LB,62,62
Panagiotis Gonias,33,CAM,62,62
Mohammed Messoudi,21,CM,62,59
Dickson Agyeman,19,CB,62,60
Giovanni Marchese,20,LB,62,60
Cheol Park,32,CB,62,57
Andy Burgess,24,CM,62,60
Seung Beom Oh,24,CDM,62,59
Hyeon Su Kim,32,CB,62,61
Sun Hak Hong,24,CAM,62,64
Hak Cheol Kim,32,CB,62,56
Hui Geun Na,26,LWM,62,59
Antony Kay,22,CDM,62,55
Simon Seslar,31,CDM,62,63
Luca Vigiani,28,LM,62,59
Matteo Abbate,22,CB,62,61
Antchouet,26,ST,62,62
Guirane N'Daw,21,CDM,62,58
Babacar Gueye,19,ST,62,59
Eric Addo,26,CB,62,63
Dean Leacock,21,CB,62,58
Ryan Esson,25,GK,62,62
Stacy Long,20,CM,62,56
Daryl McMahon,21,RM,62,61
Stepan Vachousek,26,LM,62,62
Erwin Friebel,22,GK,62,61
Joe Keenan,22,CDM,62,51
Danny Mathijssen,22,RM,62,61
Samuel Hamben Ipoua,32,CF,62,61
Christian Eigler,21,ST,62,60
Mack Mboune Bono,21,CB,62,57
Tomas Andre Guzman,23,CAM,62,57
Maurizio Ganz,36,ST,62,60
Paolo Acerbis,24,GK,62,56
Jason Oost,22,ST,62,60
Sang Hun Lee,29,CB,62,54
Byeong Keun Lee,32,RWB,62,63
Geon Ha Park,34,CB,62,60
AnaÃ_lson,27,LF,62,68
FÃ¡bio Santos,24,CM,62,57
Raulen,21,RWM,62,60
Benjamin Baltes,21,RM,62,57
Daniel LÃ_pez Ramos,29,LB,62,62
Gabriel Tamas,21,CB,62,55
Michael Jansen,21,CB,62,62
Mohamed Diallo,22,CM,62,61
StÃ©phane N'Guema,20,RWM,62,58
Francis Dickoh,22,CB,62,59
Tosin Dosunmu,25,ST,62,62
Mohamed Camara,24,CAM,62,60
Sascha BÃ_cker,26,CB,62,58
RenÃ© Adler,20,GK,62,65
Paulo Jorge,25,CB,62,59
Simone Tiribocchi,27,CF,62,65
Matthew Blinkhorn,20,ST,62,61
Jamie Burns,21,LWM,62,56
Coromina,30,RWB,62,63
Scott Taylor,29,ST,62,61
Mansour Boutabout,26,ST,62,58
Didier Neumann,28,LM,62,59
Arnaud Lebrun,31,CB,62,60
Ludovic Jeannel,29,CB,62,60
Ludovic ClÃ©ment,28,LM,62,57
Gaston Curbelo,29,CF,62,62
Kiko RatÃ_n,25,ST,62,57
RubÃ©n,26,CB,62,61
IÃ±aki Bea,27,CB,62,60
Christian Wetklo,25,GK,62,66
Esteban,29,CDM,62,60
Claudio Rivalta,27,LB,62,58
Jaio,25,CB,62,60
Pedro,26,RB,62,63
Cano,35,GK,62,62
Thibault Giresse,24,CAM,62,60
Filipe Teixeira,24,RM,62,62
Blair Sturrock,23,ST,62,60
CÃ©dric Sabin,25,CF,62,60
Diego Alegre,23,RB,62,63
Toni GonzÃ¡lez,23,LWB,62,62
Moya,21,GK,62,59
Fredson,24,RM,62,64
Bram Castro,22,GK,62,58
Moreno Merenda,27,ST,62,60
JosÃ© Rui,22,LWM,62,55
Andrea Campagnolo,27,GK,62,58
Samir AmirÃ¨che,33,CB,62,58
Ian Cox,34,CB,62,58
Magnus Svensson,36,CM,62,60
Daniel Dubicki,30,RWM,62,59
Marek Kubisz,31,RWM,62,58
AlaÃ±a,23,CB,62,61
George Blay,25,CB,62,60
Miroslaw Spizak,26,CF,62,62
Piotr BroÅ_ek,22,LWM,62,58
Carlos Gurpegui,25,RB,62,67
ÅÅukasz ZaÅ‚uska,23,GK,62,58
Gretar Rafn Steinsson,23,RB,62,65
PÃ¥l Andre Czwartek,30,RB,62,64
Jon Anders BjÃ¸rkÃ¸y,26,CM,62,62
Philipp BÃ¶nig,25,LB,62,61
Marco Carparelli,29,ST,62,62
Zeljko Pavlovic,34,GK,62,56
Michael Jackson,31,CB,62,56
Angelo Barletta,28,CDM,62,53
Andreas Nauroth,29,LM,62,60
Erwin Koen,26,LM,62,64
David Fall,27,RB,62,60
Igjnac Kresic,38,GK,62,61
Steve Phillips,27,GK,62,55
Tony Barras,34,CB,62,58
Runar Normann,27,LB,62,64
Simon Ford,23,CB,62,56
Roberto Martinez,32,CM,62,61
Robert Wolleaston,23,LWM,62,53
Richard Johnson,31,CM,62,59
Logan Pause,24,LM,62,59
Peter Hawkins,26,CB,62,61
Paul Shaw,31,CAM,62,64
Paul Peschisolido,34,CF,62,60
Patrice Luzi,25,GK,62,64
Pablo Mills,21,LB,62,61
Michael Branch,26,CF,62,59
Matthew Hamshaw,23,RM,62,59
ToÃ±ito,28,CAM,62,61
Marcus Tudgay,22,CF,62,60
Darrell Clarke,27,RM,62,57
Leigh Bromby,25,CB,62,58
Kevin Watson,31,CM,62,60
Jermaine Darlington,31,RB,62,63
James Harper,24,CM,62,64
Graeme Murty,30,RWB,62,60
Garry Monk,26,CB,62,58
Mario Espartero,27,CDM,62,62
David Martot,24,CAM,62,56
Martin Amedick,22,CB,62,57
David Murphy,21,LB,62,66
Danijel Stefulj,32,CDM,62,56
Michael Oakes,31,GK,62,55
Stef Wils,23,CDM,62,57
Stuart Nethercott,32,CB,62,59
Jack Ross,29,RM,62,56
Manuel Belleri,27,RB,62,70
Arne Slot,26,CM,62,59
Dennis Weiland,30,CAM,62,61
Laurent Weber,32,GK,62,60
